disclosure_year,disclosure_date,transaction_date,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd,party,,
2021,2021-12-13,2021-11-05,GNRC,Generac Holdings Inc,purchase,"$175,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-04,GNRC,Generac Holdings Inc,purchase,"$175,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-03,GNRC,Generac Holdings Inc,purchase,"$8,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-15,GNRC,Generac Holdings Inc,purchase,"$32,501 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-29,GNRC,Generac Holdings Inc,purchase,"$8,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-19,GNRC,Generac Holdings Inc,sale_full,"$8,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-23,Z,Zillow Group Inc - Class C Capital Stock,sale_full,"$8,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-29,Z,Zillow Group Inc - Class C Capital Stock,purchase,"$8,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-02,Z,Zillow Group Inc - Class C Capital Stock,purchase,"$8,001 ",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019949.pdf,FALSE,Democrat,,
2021,2021-12-13,2021-11-15,BRK.B,Berkshire Hathaway Inc,sale_partial,"$8,001 ",Hon. David Cheston Rouzer,NC07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020006.pdf,FALSE,Republican,,
2021,2021-12-13,2021-11-15,BRK.B,Berkshire Hathaway Inc,sale_partial,"$8,001 ",Hon. David Cheston Rouzer,NC07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020006.pdf,FALSE,Republican,,
2021,2021-12-13,2021-11-15,MAIN,Main Street Capital Corporation,sale_full,"$32,501 ",Hon. David Cheston Rouzer,NC07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020006.pdf,FALSE,Republican,,
2021,2021-12-13,2021-10-22,SKIN,The Beauty Health Co,purchase,"$8,001 ",Hon. Mike Kelly,PA16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218500.pdf,FALSE,Republican,,
2021,2021-07-26,2021-06-11,FTTGLX,First Trust High Income Model,purchase,"$375,001 ",Hon. Fred Upton,MI06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218167.pdf,FALSE,Republican,,
2020,2020-09-24,2020-09-01,BATRA,Liberty Media Corporation - Series A Liberty Braves,sale_full,"$8,001 ",Hon. Anthony E. Gonzalez,OH16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017428.pdf,FALSE,Republican,,
2020,2020-09-24,2020-09-01,FWONK,Liberty Media Corporation - Series C Liberty Formula One,purchase,"$8,001 ",Hon. Anthony E. Gonzalez,OH16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017428.pdf,FALSE,Republican,,
2020,2020-09-24,2020-09-11,KTOS,"Kratos Defense & Security Solutions, Inc.",purchase,"$1,001 ",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017424.pdf,FALSE,Democrat,,
2020,2020-09-24,2020-09-16,KTOS,"Kratos Defense & Security Solutions, Inc.",purchase,"$1,001 ",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017424.pdf,FALSE,Democrat,,
2020,2020-09-24,2020-09-17,KTOS,"Kratos Defense & Security Solutions, Inc.",purchase,"$8,001 ",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017425.pdf,FALSE,Democrat,,
2020,2020-09-24,2020-09-11,KTOS,"Kratos Defense & Security Solutions, Inc.",purchase,"$1,001 ",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017426.pdf,FALSE,Democrat,,
2020,2020-09-24,2020-09-16,KTOS,"Kratos Defense & Security Solutions, Inc.",purchase,"$8,001 ",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017426.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-16,AM,Antero Midstream Corporation,purchase,"$8,001 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-16,ET,Energy Transfer LP Common Units,purchase,"$32,501 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-16,MPLX,MPlX LP Common Units Representing Limited Partner Interests,purchase,"$32,501 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-16,SHLX,"Shell Midstream Partners, L.P. Common Units Representing Limited Partner Interests",purchase,"$75,001 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-16,SRLP,Sprague Resources LP Common Units Representing Limited Partner Interests,purchase,"$32,501 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-16,USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",sale_full,"$175,001 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-16,WES,"Western Midstream Partners, LP Common Units Representing Limited Partner Interests",purchase,"$75,001 ",Hon. Mark Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017413.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-11,EPD,Enterprise Product Partners L.P.,purchase,"$75,001 ",Hon. Trey Hollingsworth,IN09,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217678.pdf,FALSE,Republican,,
2020,2020-10-09,2020-09-23,MMM,3M Company,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,ABT,Abbott Laboratories,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-01,ACN,Accenture plc Class A Ordinary Shares,sale_partial,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,TRUE,Democrat,,
2020,2020-10-09,2020-09-23,AMD,"Advanced Micro Devices, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,AKAM,"Akamai Technologies, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,GOOGL,Alphabet Inc. - Class A,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,GOOG,Alphabet Inc. - Class C Capital Stock,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,AMZN,"Amazon.com, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,AAPL,Apple Inc.,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,T,AT&T Inc.,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,ATO,Atmos Energy Corporation,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,BAX,Baxter International Inc.,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,CAT,"Caterpillar, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,SCHW,Charles Schwab Corporation,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,CTXS,"Citrix Systems, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,CLX,Clorox Company,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,CME,CME Group Inc. - Class A,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,CTSH,Cognizant Technology Solutions Corporation - Class A,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,ED,"Consolidated Edison, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-08,--,Digital Realty Trust Inc PFD 6.35%,sale_full,"$32,501 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,DLR,"Digital Realty Trust, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-01,DLTR,"Dollar Tree, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,EA,Electronic Arts Inc.,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,EQIX,"Equinix, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,EL,"Estee Lauder Companies, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,FB,"Facebook, Inc. - Class A",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,GILD,"Gilead Sciences, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,GPN,Global Payments Inc.,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,INFO,IHS Markit ltd. Common Shares,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,JKHY,"Jack Henry & Associates, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,L,Loews Corporation,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,MDLZ,"Mondelez International, Inc. - Class A",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,MSI,"Motorola Solutions, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,NFLX,"Netflix, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,OTIS,Otis Worldwide Corporation,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-01,--,PA St Higher Edl Facs Auth Rev Trustees univ PA 5% Sep 01 2026,sale_full,"$32,501 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-17,--,Partnerre Finance B llC VAR RT 10/01/2050 dtd 09/22/2020,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,PM,Philip Morris International Inc,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,ROP,"Roper Technologies, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,CRM,Salesforce.com Inc,purchase,"$32,501 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,SBAC,SBA Communications Corporation - Class A,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,NOW,"ServiceNow, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,TMUS,"T-Mobile US, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,VRSN,"VeriSign, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-02,--,WA MD Subn San Dist Ref 5.0%; 06/01/2025 dtd 12/13/2017,purchase,"$32,501 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,WFC,Wells Fargo & Company,purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2020,2020-10-09,2020-09-23,XLNX,"Xilinx, Inc.",purchase,"$8,001 ",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017490.pdf,FALSE,Democrat,,
2021,2021-03-25,2020-12-10,FDN,First Trust DJ Internet Index Fund,purchase,"$32,501 ",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018460.pdf,FALSE,Republican,,
2021,2021-03-25,2020-12-10,GSLC,Goldman Sachs ActiveBeta US Large Cap Equity ETF,purchase,"$32,501 ",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018460.pdf,FALSE,Republican,,
2021,2021-03-25,2020-12-10,VIG,Vanguard Div Appreciation ETF,purchase,"$75,001 ",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018460.pdf,FALSE,Republican,,
2021,2021-03-25,2021-03-17,--,"Macys Retail Holdings, Inc. Corporate Bond Coupon Rate - 3.875% Maturity Date - 1/15/2022",sale_full,"$32,501 ",Hon. Debbie Dingell,MI12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018459.pdf,FALSE,Democrat,,
2021,2021-02-23,2021-01-11,CLF,Cleveland-Cliffs Inc,purchase,"$75,001 ",Hon. Mike Kelly,PA16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217868.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,ADDYY,Adidas Ag Sponsored ADR,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,ADBE,Adobe Inc,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,AAGIY,AIA Group Ltd Sponsored ADR,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,APD,Air Products and Chemicals Inc,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,BABA,Alibaba Group Holding Limited ADR,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,ALIZY,Allianz 10 Unsponsored ADR Representing Ord Shs,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,GOOGL,Alphabet Inc Class A,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,AMZN,Amazon.com Inc,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-13,ATO,Atmos Energy Corporation,purchase,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,ATO,Atmos Energy Corporation,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,BBVA,Banco Bilbao Vizcaya Argentaria,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,BRK.B,Berkshire Hathaway Inc,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-13,BRK.B,Berkshire Hathaway Inc,purchase,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,BRK.B,Berkshire Hathaway Inc,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-02-03,BPHSPX,S&P 500 Bullish Percent Index,sale_full,"$32,501 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-26,CHKP,Check Point Software Technologies Ltd Ord Shares,purchase,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,CLX,Clorox Company,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,CMS,CMS Energy Corporation,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-13,KO,Coca-Cola Company,purchase,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,KO,Coca-Cola Company,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,DASTY,Dassult Systems SA ADR,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,DBSDY,Dbs Group Holdings Ltd Ord ADR Shares,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,DBSDY,Dbs Group Holdings Ltd Ord ADR Shares,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,EW,Edwards Lifesciences Corp,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,FB,Facebook Inc - Class A,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,FMX,Fomento Economico Mexicano SAB de CV,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-01-28,HUM,Humana Inc,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-22,IFNNY,Infineon Technologies AG,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,IFNNY,Infineon Technologies AG,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-22,IFNNY,Infineon Technologies AG,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,ITUB,Itau Unibanco Banco Holding SA ADR shares,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,FALSE,Republican,,
2021,2021-02-23,2021-02-09,LIN,Linde plc Ord Shares,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,LZAGY,Lonza Group Ag Zuerich Unsponsored ADR,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,MA,Mastercard Incorporated,sale_partial,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,MRK,Merck & Company Inc CMN,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
2021,2021-02-23,2021-01-28,MRK,Merck & Company Inc CMN,sale_full,"$8,001 ",Mr. Peter Meijer,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018188.pdf,TRUE,Republican,,
